Index,targetWord,Sentence A,Sentence B
3,Language disorder,"Two young adult dizygotic twins with high schooling suffered two strokes at the ages of 26 and 30 years. On the first occasion, Case 2 suffered a stroke only a few months after Case 1; on the second occasion, Case 1 suffered a second stroke a few months after Case 2. In Case 1, lesions were mainly localized to the left cerebellar hemisphere in both stroke episodes. Case 2 suffered lesions localized to the right cerebellar hemisphere in the first stroke episode, and multiple lesions in both cerebellar hemispheres and the vermis, right pons and left thalamus during the second stroke episode. Seven years after the second stroke, despite full recovery of motor functions, the patients still show mild, yet selective, linguistic deficits (syntactic comprehension deficits, mild agrammatism, reading and writing disorders) without speech disturbances. They also present with selective dysfunctions in visuospatial short-term memory. Language disorders are ascribed to a dysfunction of the cerebellum in Case 1, while in Case 2 a dysfunction of the cerebellum and the thalamus is considered as both structures are part of the so-called 'frontal lobe system', which supports language generation. Visuospatial short-term memory disorders are attributed to an impaired ability to appreciate the organizing structure of the visual task and to poor planning strategies, which are in turn ascribed to cerebellar lesions. The role of the cerebellum in cognitive and linguistic functions is discussed.","Most speech-language pathologists (SLPs) working with children with developmental language disorder (DLD) do not perform language sample analysis (LSA) on a regular basis, although they do regard LSA as highly informative for goal setting and evaluating grammatical therapy. The primary aim of this study was to identify facilitators, barriers, and needs related to performing LSA by Dutch SLPs working with children with DLD. The secondary aim was to investigate whether a training would change the actual performance of LSA."
4,Language disorder,"A 3-year-old, right-handed girl developed a conduction-type aphasia following a second generalized seizure in the setting of a developing abscess involving left subcortical and cortical angular gyrus and arcuate fasciculus, and the posterior corpus callosum. The language disorder was fluent, characterized by age appropriate mean length of utterance and syntax, but with markedly reduced spontaneity of output, rapid rate of speech and mild dysarthria. Comprehension was relatively, but not completely spared. Naming, repetition, and reading (letters) were initially markedly impaired. Improvements in naming and repetition were associated with both literal and semantic paraphasias. Writing skills in the form of drawing were spared, but a mild apraxia to verbal command and imitation was initially present. Despite her young age, this child's fluent conduction aphasia and lesion localization were adult-like. Multimodal memory difficulties appeared to underlie what is best described as conduction aphasia.","Patients with Parkinson's disease (PD) encounter a variety of speech-related problems, including dysarthria and language disorders. To elucidate the pathophysiological mechanisms for linguistic alteration in PD, we compared the utterance of patients and that of healthy controls (HC) using automated morphological analysis tools."
5,Language disorder,"Language samples from matched groups of 80 autistic, mentally handicapped, and normally developing children were coded for the presence of neologisms and/or idiosyncratic language use. Cognitive, social, or linguistic factors that might account for these errors were identified and assessed. More autistic subjects used neologisms and idiosyncratic language than age- and language skill-matched control groups. No single factor or combination of factors was responsible for this difference. Across diagnostic groups, similar patterns of error were noted, except that the autistic subjects were more likely to use words inappropriately that had no phonological or semantic similarity to the intended English word. For the autistic groups, the frequency of idiosyncratic language increased with language complexity. In contrast, such errors decreased with language skill in the mentally handicapped group. Theoretical implications for determining the nature and source of the language disorder associated with autism are discussed.","Cortical auditory evoked potentials (CAEP) throughout a language task is beneficial during psychophysiological evaluation to advance identification of language disorders. So as to better comprehend human communication and to provide additional elements for neuropsychological examinations we aimed to (1) examine the influence of language tasks on cortical auditory processing and vagal control of heart rate and (2) to verify a possible association between the parasympathetic cardiac regulation and cortical auditory processing in language tasks. This study was completed with 49 women. The subjects were separated into two groups: (1) phonological language tasks (N = 21) and (2) semantic (N = 21) language tasks. Heart rate variability (HRV) and CAEP were evaluated before and after the tests. HRV reduced (small effect size) and P3 wave latency increased after the phonological task. Identical variables were significantly correlated after the phonological task and linear regression indicated significant interaction between pNN50 (percentage of adjacent RR intervals with a difference of duration greater than 50 milliseconds) and P3 latency (16.9%). In conclusion, phonological language tasks slightly reduced parasympathetic control of HR and increased cognitive effort. The association between HRV and CAEP are anticipated to be involved in this mechanism."
6,Language disorder,"Text processing requires inferences for establishing coherence between successive sentences. In neuropsychological studies and brain imaging studies, these coherence-building processes have been ascribed to the right hemisphere. On the other hand, there is evidence for prefrontal brain damage causing non-aphasic language disorders, in which text level processes are impaired. In this study, we used an event-related, whole-head fMRI methodology to evaluate the contributions of prefrontal areas and the right hemisphere to coherence building. We scanned 12 participants while they read 120 sentence pairs and judged their coherence. Four conditions were used, resulting from crossing coherence and cohesion (i.e. the presence of a lexical connection). A behavioral pretest confirmed that cohesion aided establishing coherence, whereas it hindered the detection of coherence breaks. In the fMRI study, all language conditions yielded activation in left frontolateral and temporolateral regions, when compared to a physical control task. The differences due to coherence of the sentence pairs were most evident in larger activation for coherent as compared to incoherent sentence pairs in the left frontomedian wall, but also in posterior cingulate and precuneal regions. Finally, a left inferior prefrontal area was sensitive to the difficulty of the task, and in particular to the increase in processing costs when cohesion falsely indicated coherence. These results could not provide evidence for a special involvement of the right hemisphere during inferencing. Rather, they suggest that the left frontomedian cortex plays an important role in coherence building.","Developmental language disorder (DLD) has clear functional ramifications in the areas of social competency, emotion recognition, emotional well-being and literacy skill, which have been found to persist from childhood to adolescence. These domains are important factors during the transition from primary to secondary school in typical development (TD). Nevertheless, there is a paucity of research on the transition from primary to secondary school for adolescents with DLD and low language (LL) ability."
7,Language disorder,"The types of mental disorders and their prevalence in severely dysfunctional (SD) and well-functioning (WF) families were compared. SD families were characterized by chronic conflicts, absence of closeness and lack of trust between parents, and bad relations and lack of support between parents and their children. WF families were characterized by high levels of psychological intimacy, warm and satisfying relationships between parents and children, and a warm, affectionate, optimistic family mood. 23 SD families (44 parents and 60 children) and 61 WF families (121 parents and 184 children) were followed for over 4 years by the author of this study. There was a high prevalence of mental disorders in parents of SD families in comparison to the WF families (43.2% vs 6.6%). This excess was significantly less in men (p = 0.05), in whom the risk ratio was 3.3 (p = 0.03), while for women it was 10.2 (p less than 0.0001). Most prominent was the higher prevalence of chronic anxiety: 25% vs 5% with a risk ratio for men of 2.9 (p = 0.09), and for women 7.1 (p less than 0.0001). Among children as well, there was greater prevalence of psychiatric illness in SD families--56.6% vs 3.8%, risk ratio 14.9 (p less than 0.0001). The prevalence of developmental speech and language disorders in SD families was 33.2 times greater, of hyperkinetic syndrome 12.3 times, and of enuresis 7.2 times. In contrast to the parents, the overall rate of illness was not significantly different between the sexes. We feel that it is important to discover such families because treatment and intervention early in childhood may increase the effectiveness of treatment.","Fourty eight, XXXX is a rare chromosomal aneuploidy associated with neurocognitive deficits, speech and language disorders and executive dysfunction but the scarcity and variability of reported cases limit our understanding of the 48, XXXX phenotype. To our knowledge, this is the first study to report on the neurodevelopmental profile of three young females with 48, XXXX. Patient 1 (age = 11.0), Patient 2 (age = 10.9), and Patient 3 (age = 6.4) were evaluated using comprehensive neurodevelopmental assessments. Parent questionnaires were completed to assess behavioral and psychosocial domains including executive function, ADHD and anxiety. Nonverbal intelligence quotients were 56, 80, and 91 for Patients 1, 2, and 3, respectively. There were significantly impaired visual motor capacities in graphomotor and perceptual domains below the 5th centile in Patients 1 and 2, and mildly impaired visual perception skills in Patient 3. All three patients had Childhood Apraxia of Speech (CAS) but of varying severity and similar executive dysfunction, externalizing problems and social difficulties. Familial learning disabilities (FLD) in Patient 1 and the co-occurrence of ADHD in Patient's 1 and 2 may contribute to their more impaired cognitive performances relative to Patient 3 who is the second reported case of 48, XXXX to have normal intellect. These distinct and overlapping characteristics expand the phenotypic profile of 48, XXXX and may be used in the counseling of families and treatment of children with 48, XXXX."
8,Language disorder,"The pediatric otolaryngologist cares for children who have abnormal language as a primary or secondary deficiency. Five children, each with a different form of language disorder, are presented. These are children with specific language impairment (SLI) expressive, pervasive developmental delay (autism), expressive language delay associated with severe to profound hearing loss early in life, language delay secondary to a moderate to severe hearing loss diagnosed late and not cared for, and language delay secondary delay secondary to social deprivation and otitis media with effusion.","Recent studies of the experiences of caregivers of children with language disorders have suggested that speech-language pathologists (SLPs) are not clearly and effectively providing caregivers with a comprehensible diagnostic term for their child's difficulties. Since the work of the CATALISE consortium, there has been a mounting consensus around the use of the term "
9,Language disorder,"The ability to process two or more rapidly presented, successive, auditory stimuli is believed to underlie successful language acquisition. Likewise, deficits in rapid auditory processing of both verbal and nonverbal stimuli are characteristic of individuals with developmental language disorders such as Specific Language Impairment. Auditory processing abilities are well developed in infancy, and thus such deficits should be detectable in infants. In the studies presented here, converging methodologies are used to examine such abilities in infants with and without a family history of language disorder. Behavioral measures, including assessments of infant information processing, and an EEG/event-related potential (ERP) paradigm are used concurrently. Results suggest that rapid auditory processing skills differ as a function of family history and are predictive of later language outcome. Further, these paradigms may prove to be sensitive tools for identifying children with poor processing skills in infancy and thus at a higher risk for developing a language disorder.","Children with autism spectrum disorders (ASD) usually experience difficulty regarding symbolic play. However, studies on whether symbolic play test (SPT) can differentiate between ASD and other developmental disorders are inconsistent, and evaluating the application value of the SPT in the identification of ASD without global developmental delay (GDD) and developmental language disorder (DLD) is necessary."
0,Blindness,"Prevention of visual impairment and blindness in childhood due to congenital and infantile cataract is an important international goal. Preventive strategies require information about etiology that is currently unavailable for many regions of the world. From a national epidemiologic study, the underlying or associated factors in newly diagnosed cases of congenital or infantile cataract in the United Kingdom are reported, and the implications for future etiological research are discussed.","Untreated or undertreated diabetes can cause debilitating complications such as blindness and amputations. Information about the factors associated with diagnosed but untreated diabetes may help target efforts to promote appropriate treatment. Using the Medical Expenditure Panel Survey, we examine: (1) use of insulin or oral medications, (2) use of diet only, and (3) no treatment. We analyze covariates of this trichotomous outcome using multinomial logit regression. Among adults diagnosed with diabetes, 87.0% used oral medications or insulin, 10.6% used diet only, and 2.4% were untreated. Lacking a usual source of care, poor mental health, being single, and being an Asian/Pacific Islander are associated with lack of treatment. Better health, lacking a usual source of care, and attitudes against medical care are associated with using diet only. Adults with diagnosed but untreated or undertreated diabetes may be difficult for service providers to reach, and multiple strategies are needed to initiate treatment."
1,Blindness,"Blindness due to trachoma is a serious public health issue world wide. The currently recommended treatment of active trachoma with repeated doses of tetracycline eye ointment has many disadvantages. The new azalide antibiotic azithromycin is effective as a single oral dose in the chemotherapy of genital Chlamydia trachomatis infections, and we have assessed its efficacy for trachoma treatment. We carried out a randomised single-blind comparison of azithromycin (a single oral dose of 20 mg/kg) with conventional treatment (6 weeks of topical tetracycline plus erythromycin for severe cases) in two villages with endemic trachoma in The Gambia. The patients were followed up for 26 weeks from the start of treatment by an observer unaware of treatment allocation. By 6 months' follow-up, trachoma had resolved in 76 (78%) of 97 subjects who received azithromycin compared with 70 (72%) of 97 who were treated conventionally (95% CI for difference -6% to 18%). Compliance with both treatments was good, but that for conventional treatment could probably not be achieved outside the research setting. There were no significant differences in treatment effect, baseline characteristics, or re-emergent disease between the treatment groups. Azithromycin was well tolerated. As a systemic treatment effective in a single dose it has important potential for trachoma control.","Retinal degeneration (RD) in the Miniature Long Haired Dachshund (MLHD) is a cone-rod dystrophy resulting in eventual blindness in affected individuals. In a previous study, a 44-nucleotide insertion (ins44) in exon 2 of RPGRIP1 was associated with RD. However, results on an extended population of MLHD revealed a variable RD onset age for ins44 homozygous dogs. Further investigations using a genome-wide association study comparing early onset and late onset RD cases identified an age of onset modifying locus for RD, approximately 30 Mb upstream of RPGRIP1 on chr15. In this investigation, target enriched sequencing identified a MAP9 deletion spanning approximately 22 kb associated with early RD onset. Identification of the deletion required correction to the CanFam3.1 genome build as canine MAP9 is part of a historic tandem duplication, resulting in incomplete assembly of this genome region. The deletion breakpoints were identified in MAP9 intron 10 and in a downstream partial MAP9 pseudogene. The fusion of these two genes, which we have called MAP9 EORD (microtubule-associated protein, early onset retinal degeneration), is in frame and is expressed at the RNA level, with the 3' region containing several predicted deleterious variants. We speculate that MAP9 associates with α-tubulin in the basal body of the cilium. RPGRIP1 is also known to locate to the cilium, where it is closely associated with RPGR. RPGRIP1 mutations also cause redistribution of α-tubulin away from the ciliary region in photoreceptors. Hence, a MAP9 partial deficit is a particularly attractive candidate to synergise with a partial RPGRIP1 deficit to cause a more serious disease."
2,Blindness,"The rd (retinal degenerate) strain of chicken is an example of a recessively inherited mutation characterized by blindness at the time of hatching, as defined by behavioral and electrophysiological tests. Paradoxically, blind mutants have normal retinal morphology, even at the ultrastructural level. Eventually, however, the entire retina degenerates in this strain, perhaps as a result of disuse atrophy. Results of preliminary studies imply that a defect in the visual transduction cascade in photoreceptor cells is responsible for the lack of vision. As well as being an important animal model for studies on photochemistry and transduction, the rd chicken may afford a paradigm for studies on inner retinal physiology and pathology, as electrical input to this inner neuronal system appears to be absent. In the current study we examined axonal transport (both retrograde and anterograde) in rd retinal ganglion cells and connectivity of ganglion cells to visual centers in the brain and compared these to normally sighted chicks. All visuorecipient nuclei were present in rd animals and appeared normal at the light microscopic level. When 3H-proline was injected into one eye of a blind chicken on the day of hatching, labeled polypeptides or proteins were transported via a fast transport mechanism to the same visual centers in roughly the same quantities as in normally sighted chicks. When horseradish peroxidase (HRP) was injected in the optic tectum of blind and normal 1 day old chicks, this label was transported retrogradely to the soma of retinal ganglion cells.(ABSTRACT TRUNCATED AT 250 WORDS)",Extremely preterm infants are at risk of developing retinopathy of prematurity (ROP) that can cause impaired vision or blindness. Changes in blood lipids have been associated with ROP. This study aimed to monitor longitudinal changes in the serum sphingolipidome of extremely preterm infants and investigate the relationship to development of severe ROP.
3,Blindness,"Diabetes mellitus is one of the non-communicable diseases that has accompanied Aboriginal exposure to Western life style. The prevalence of diabetes mellitus is higher in the Aboriginal population than in non-Aboriginal Australians (Holding, 1985) and many Aboriginals who have diabetes mellitus develop diabetic retinopathy. Early detection facilitates treatment and prevention of blindness, a sequela of diabetic retinopathy. This paper describes the use of technology assessment as a framework for comparing two diagnostic technologies, fundal camera and ophthalmoscope, for use with Aboriginal people in central Australia.","Diabetic retinopathy (DR), one of the most common complications of diabetes, is the leading cause of legal blindness among adults of working age in developed countries. After 20 years of diabetes, almost all patients suffering from type I diabetes mellitus and about 60% of type II diabetics have DR. Several studies have tried to identify drugs and therapies to treat DR though little attention has been given to flavonoids, one type of polyphenols, which can be found in high levels mainly in fruits and vegetables, but also in other foods such as grains, cocoa, green tea or even in red wine. Flavonoids have anti-inflammatory, antioxidant and antiviral effects. Since it is known that diabetes induces oxidative stress and inflammation in the retina leading to neuronal death in the early stages of the disease, the use of these compounds can prove to be beneficial in the prevention or treatment of DR. In this review, we summarize the molecular and cellular effects of flavonoids in the diabetic retina."
4,Blindness,"A patient is described who, following a post-eclamptic intravascular disseminated coagulation, had a bilateral stroke in the territories supplied by the posterior cerebral arteries. She showed an anosognosia of her cortical blindness associated with a severe recent memory loss.","  Recently, the area of adversarial attacks on image quality metrics has begun
to be explored, whereas the area of defences remains under-researched. In this
study, we aim to cover that case and check the transferability of adversarial
purification defences from image classifiers to IQA methods. In this paper, we
apply several widespread attacks on IQA models and examine the success of the
defences against them. The purification methodologies covered different
preprocessing techniques, including geometrical transformations, compression,
denoising, and modern neural network-based methods. Also, we address the
challenge of assessing the efficacy of a defensive methodology by proposing
ways to estimate output visual quality and the success of neutralizing attacks.
Defences were tested against attack on three IQA metrics -- Linearity, MetaIQA
and SPAQ. The code for attacks and defences is available at: (link is hidden
for a blind review).
"
5,Blindness,A 60-year-old woman presented with a dural caroticocavernous fistula (CCF) in whom both by ophthalmic arteries arose from the middle meningeal arteries instead of from the internal carotid arteries. Transarterial embolisation of the CCF was contraindicated because of the risk of blindness. Transvenous coil embolisation was therefore performed. Bilateral origin of the ophthalmic artery from the middle meningeal artery is extremely rare.,"Mucous membrane pemphigoid (MMP) is a subtype of autoimmune subepidermal blistering diseases characterized by autoantibodies to structural components of the hemidesmosome primarily affecting mucous membranes. Inflammation-related progressive scarring can lead to serious complications, including blindness, and the disease may be associated with malignancy. Conventional immunosuppressive treatment is often insufficiently effective and limited due to side effects, warranting new therapeutic options ideally targeting both inflammation and extensively recalcitrant cicatrization. Heat shock protein 90 (Hsp90) is a cell stress-inducible chaperone required for the function of a large number of client proteins, and its pharmacological inhibition has proven to be effective and relatively safe in patients with cancer. Recent observations also suggest a promising role of Hsp90 as drug target in preclinical in vivo murine models of autoimmune diseases such as subepidermal bullous and fibrotic autoimmune disorders comprising epidermolysis bullosa acquisita and systemic sclerosis, respectively, which exhibit some pathophysiological features reminiscent of MMP. This article thus hypothesizes that Hsp90 blockade could represent a double-edged sword in MMP treatment by targeting pathogenic factors of inflammatory blister and fibrosis formation. Moreover, Hsp90 inhibitors could even be proclaimed as a triple-edged sword in case of an underlying malignancy. Future studies investigating the role of Hsp90 in MMP are needed to clarify whether Hsp90 inhibition could become a novel treatment approach for patients with this potentially devastating disease. "
6,Blindness,"The saccharin and aspirin tasting abilities have been detected and analyzed in 710 individuals (328men, 382women) of Xinjiang Mongol. It is showed that the saccharin taste-blindness ratio among Mongolians was 4.648%,frequency of the recessive gene determining taste-blindness and the dominant gene determining taste ability was 0.2156, and 0.7844 respectively,and its mean testable threshold was 8.00+/-1.34 (0.108mol/L). Distribution of aspirin tasting threshold appeared a distinct curve with double peaks and single bottom,and demonstrated the aspirin tasting ability was a monogenic character. Solution NO.7 (3.00x10(-4)mol/L) at the bottom in the curve was the boundary of taste-blindness. The peak of taste-blindness was at the solution NO.1 (1.7x10(-2)mol/L), and the peak of tasters was at the solution NO.11 (1.25x10(-5)mol/L), The ratio of aspirin taste-blindness was 90.28%. The chi2 test has been used to evaluate the statistical difference in aspirin taste-blindness ratio between male and female, the result showed that there was no significant difference (P>0.90), and the gene determining for aspirin tasting ability located on autosomes.","This review aims to summarize existing information concerning visual disturbances in (pre) eclampsia that have been described in the literature. Preeclampsia is one of the leading causes of maternal and fetal morbidity and mortality worldwide. Visual disturbances in (pre)eclampsia seem to be frequent phenomena. Therefore, the obstetrician/gynecologist may encounter women with serious, and sometimes debilitating, pathology of the visual pathways. Established ophthalmic entities associated with (pre)eclampsia are cortical blindness, serous retinal detachment, Purtscher-like retinopathy, central retinal vein occlusions, and retinal or vitreous hemorrhages. Ensuing visual symptoms include blurry vision, diplopia, amaurosis fugax, photopsia, and scotomata, including homonymous hemianopsia. In general, aside from lowering the blood pressure and preventing (further) seizures with magnesium sulfate, no specific therapy seems indicated for (pre)eclamptic women who experience visual changes. Although in most cases visual acuity returns to normal within weeks to months after the onset of symptoms, rarely permanent visual impairment can occur. Health care providers such as emergency room physicians, obstetricians, family physicians, neurologists, and ophthalmologists should be aware that acute onset of visual symptoms in pregnant women can be the first sign of (pre)eclampsia. Given that visual changes are a diagnostic criterion for severe preeclampsia, obstetricians should appreciate the significance of these changes and discuss appropriate diagnostic options with the ophthalmologist. Affected women can be reassured that most cases are transient."
7,Blindness,"Behçet disease is a systemic disease of young adults characterized by venous occlusion in both the deep venous and retinal circulations. In severe ocular disease, blindness may occur despite immunosuppressive treatment. The most common inherited risk factor for the development of idiopathic venous thrombosis is the presence of the Factor V (FV Leiden) mutation, which confers resistance to activated protein C. The association of FV Leiden with Behçet disease has been reported, but its influence on ocular disease is not known. We therefore investigated the prevalence of this mutation in patients with Behçet disease to determine its contribution to the presence and severity of ocular disease.","The Golden Retriever Lifetime Study (GRLS) is the first prospective longitudinal study attempted in veterinary medicine to identify the major dietary, genetic and environmental risk factors for cancer and other important diseases in dogs. The GRLS is an observational study that will follow a cohort of 3000 purebred Golden Retrievers throughout their lives via annual online questionnaires from the dog owner and annual physical examinations and collection of biological samples by the primary care veterinarian. The field of comparative medicine investigating naturally occurring disorders in pets is specifically relevant to the many diseases that have a genetic basis for disease in both animals and humans, including cancer, blindness, metabolic and behavioural disorders and some neurodegenerative disorders. The opportunity for the GRLS to provide high-quality data for translational comparative medical initiatives in several disease categories is great. In particular, the opportunity to develop a lifetime dataset of lifestyle and activity, environmental exposure and diet history combined with simultaneous annual biological sample sets and detailed health outcomes will provide disease incidence data for this cohort of geographically dispersed dogs and associations with a wide variety of potential risk factors. The GRLS will provide a lifetime historical context, repeated biological sample sets and outcomes necessary to interrogate complex associations between genes and environmental influences and cancer. "
8,Blindness,"Senile cataract is a non-preventable disease of aging, having its biggest impact in the over-60 age group. Published clinic and hospital data, population-based surveys and World Health Organization estimates indicate that 1.2% of the entire population of Africa is blind, and that cataract causes 36% of this blindness. Ocular disease and ophthalmic manpower status questionnaires mailed to every African country in 1982 by the International Eye Foundation support these contentions, and further demonstrate that cataract is the biggest single cause of blindness on the continent. Taking the population of Africa as a whole, this means that 6,000,000 people are blind, and that 2,000,000 of them are blind due to cataract. As this form of blindness is so closely related to aging, an estimate of the annual incidence of the condition can be made. One method is to use the formula I = P/D, where I = annual incidence, P = overall prevalence and D = duration of the condition. A 5-year survival has come to be a commonly used estimate in developing world epidemiology for the longevity of a person who becomes blind due to senile onset cataracts. In Africa then, I = P/D = 2,000,000/5 = 400,000 people blinded annually by cataract. An alternate method for this computation is to multiply the number of people entering the 60 and above age group annually by 0.08. This factor is derived from knowing the prevalence of cataract blindness in this age group, the life expectancy on becoming 60, and the number of people turning 60 annually. This gives an annual incidence of 160,000 and would signify that the development of cataract blindness does not reduce longevity. Follow-up prevalence surveys in the same population group will tell us which method (if either) is correct. The average number of cataract operations done annually by each ophthalmologist in Africa is surprisingly low, 120. The two most cost-effective ways of raising the number of cases done are: (1) shorten the average hospital stay, and (2) train more ophthalmic clinical officers to perform cataract surgery.","Achromatopsia is a rare autosomal recessive disorder which shows color blindness, severely impaired visual acuity, and extreme sensitivity to bright light. Mutations in the alpha subunits of the cone cyclic nucleotide-gated channels (CNGA3) are responsible for about 1/4 of achromatopsia in the U.S. and Europe. Here, we test whether gene replacement therapy using an AAV5 vector could restore cone-mediated function and arrest cone degeneration in the cpfl5 mouse, a naturally occurring mouse model of achromatopsia with a CNGA3 mutation. We show that gene therapy leads to significant rescue of cone-mediated ERGs, normal visual acuities and contrast sensitivities. Normal expression and outer segment localization of both M- and S-opsins were maintained in treated retinas. The therapeutic effect of treatment lasted for at least 5 months post-injection. This study is the first demonstration of substantial, relatively long-term restoration of cone-mediated light responsiveness and visual behavior in a naturally occurring mouse model of CNGA3 achromatopsia. The results provide the foundation for development of an AAV5-based gene therapy trial for human CNGA3 achromatopsia."
9,Blindness,"The concept of ""eye camp"" represents a revolutionary approach to the massive problem of cataract-related blindness and visual disability. The ""eye camp"" involves comprehensive cooperative relief efforts on a large scale to combat the widespread incidence of cataract as it affects residents of rural areas, especially in developing nations. We worked in an eye camp in Johilpatti, India, in the rural province of Tamil Nadu. On this site, 216 cataract operations were performed in one morning by 8 doctors and 16 nurses. In this province alone, an estimated 700,000 persons have cataract requiring operation. However, presently existing facilities are equipped to handle a maximum of only 20,000 cases annually. But from June 1972 to June 1973, approximately 50,000 cataract operations were performed in the eye camps. Evidently, the eye camp idea has great potential to significantly reduce the incidence of untreated cataract in rural areas where there are chronic shortages of treatment facilities and medical personnel.","  Cosmological black holes (CBH), i.e. black holes with masses larger than
$10^{14} solar masses, have been proposed as possible progenitors of galaxy
voids (Stornaiolo 2002). The presence of a CBH in the central regions of a void
should induce significant gravitational lensing effects and in this paper we
discuss such gravitational signatures using simulated data. These signatures
may be summarized as follows: i) a blind spot in the projected position of the
CBH where no objects can be detected; ii) an excess of faint secondary images;
iii) an excess of double images having a characteristic angular separation. All
these signatures are shown to be detectable in future deep surveys.
"
0,Astigmatism,"To clarify the mechanisms by which incisions and sutures produce corneal astigmatism, we made incisions and wedge resections closed by sutures in the corneoscleral limbus of human eye bank eyes, studying the changes in corneal curvature by shadowgraph photography of the corneal contour, by central keratometry, and by measurement of corneal diameter. The compression of tissue within the sutures or the closure of an excision of a wedge of tissue by sutures induced astigmatism in the meridian of surgery regardless of changes in the sagittal depth of the anterior chamber. Sutures and wedge resections closed by sutures in the anterior part of the cornea compressed or removed more tissue from the anterior part than the posterior part, producing a depression of the limbal cornea toward the anterior chamber and steepening the central cornea in the meridian of surgery. The corneal diameter decreased in that meridian. In the opposite meridian, the cornea flattened, the corneal diameter increased, and the sagittal depth decreased.","To compare surgically induced astigmatism (SIA) of different surgeons, who perform the same main incision. Two hundred and seventy eyes underwent cataract surgery with phacoemulsification by four different surgeons (A, B, C, and D). A 3-step, 3.0 mm, superotemporal for the right eye and superonasal for the left eye clear corneal incision was performed. A comparison in SIA among A, B, C and D surgeon was made. No significant difference was found in SIA at both first and sixth postoperative month between different surgeons ("
1,Astigmatism,"Although the use of prisms is often avoided because of their aberrations, they are suitable for image-tilt correction. In contradiction to current recommendations, zero astigmatism together with zero coma cannot be achieved at minimum deviation. This paper describes two configurations that meet these conditions. A correction of earlier published third-order formulas is presented and compared to ray-tracing results. The results of the third-order theory are used to develop a model for image-tilt correction, while introducing minimal coma and maintaining a flat image field.","Adaptive optics (AO) is employed for the continuous measurement and correction of ocular aberrations. Human eye refractive errors (lower-order aberrations such as myopia and astigmatism) are corrected with contact lenses and excimer laser surgery. Under twilight vision conditions, when the pupil of the human eye dilates to 5-7 mm in diameter, higher-order aberrations affect the visual acuity. The combined use of wavefront (WF) technology and AO systems allows the pre-operative evaluation of refractive surgical procedures to compensate for the higher-order optical aberrations of the human eye, guiding the surgeon in choosing the procedure parameters. Here, we report a brief history of AO, starting from the description of the Shack-Hartmann method, which allowed the first in vivo measurement of the eye's wave aberration, the wavefront sensing technologies (WSTs), and their principles. Then, the limitations of the ocular wavefront ascribed to the IOL polymeric materials and design, as well as future perspectives on improving patient vision quality and meeting clinical requests, are described."
2,Astigmatism,"All people attempting to enlist in the U.S. Army must undergo a physical examination that requires a rudimentary vision screening. Those who pass the physical, upon reporting to basic training, are again evaluated and any treatment necessary to allow the recruits to function during their initial indoctrination is provided. Those who fail to see 20/20 O.D. and O.S. with their current spectacles fail the screening and are evaluated by an optometrist. If their condition is not disqualifying, appropriate correction is prescribed. We reviewed the records of all the recruits in a 1-month period who either required spectacles to see 20/20 or failed the screening at the 43rd AG BN (reception). Epidemiological evaluation revealed most to be either simple myopes or myopic astigmats. Hyperopia and hyperopic astigmatism accounted for the next most common diagnosis. Other conditions included anisometropia, antimetropia, amblyopia, keratoconus, and nystagmus. Examinations of these recruits were very limited, with dilated fundus evaluations being performed only when there was a high probability of a disqualifying condition. Therefore, it is unknown what retinal disease or degeneration may be present other than what would be visible with direct ophthalmoscopy.","To compare the astigmatism prediction accuracy for toric intraocular lens (IOL) implantation between two swept-source optical coherence tomography (SS-OCT) devices: Argos (Movu, a Santec Company) and the IOLMaster 700 (Carl Zeiss Meditec)."
3,Astigmatism,A 42-year-old woman with functionally disabling postkeratoplasty astigmatism in her right eye 3 years after corneal transplantation for keratoconus received photorefractive keratectomy for high astigmatism in that eye. This did not reduce her astigmatism. The procedure was repeated and corneal astigmatism paradoxically increased. The forces within the pseudo-optical ring that cause and maintain astigmatism in corneal transplants may be a significant factor in the unpredictable response of some corneal transplants to excimer photorefractive astigmatism correction.,"Multifocal diffractive lenses are used widely in ophthalmology. This paper provides a general mathematical formula to summarize various multifocal diffractive lens designs and introduces a novel, design: the subzonal multifocal diffractive (SMUD) lens. Analytical and numerical methods of SMUD lens design are elaborated in detail. A number of trifocal and quadrifocal SMUD lens designs of high diffraction efficiency are presented. Fresnel zone spacing factors are introduced to take into account the incidence of a converging or diverging beam and the curvature of the substrate on which the diffractive surface is created. Apodization and ophthalmic astigmatism correction related to diffractive lenses are also discussed."
4,Astigmatism,"It has been shown previously that thin polymethyl methacrylate (PMMA), cellulose acetate butyrate (CAB), and Polycon I contact lenses flex on toric corneas. We investigated the flexure and induced residual astigmatism of two gas permeable contact lens materials, Paraperm O2 and Boston II, and compared the results with those of other materials. Six subjects (12 eyes) with corneal toricities ranging from 1.75 to 3.25 D wore five Paraperm O2 lenses and five Boston II lenses with center thicknesses ranging from 0.10 to 0.20 mm. Flexure and induced residual astigmatism were measured on all corneas wearing all lenses in a double-masked fashion. All lenses studied showed flexure and induced residual astigmatism, which increased as center thickness decreased. For both lens types, lenses thinner than 0.15 mm flexed significantly more than thicker lenses. This critical center thickness should be considered when fitting these lens types on toric corneas.",To evaluate the corneal epithelial thickness (CET) profile changes after small incision lenticule extraction (SMILE) surgery for myopic astigmatism correction of greater than 2.00 diopters (D).
